DayCount,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
377,1242.46,1250,1235,1236.37,925.18,1147987,1240.82
378,1234.56,1245.8,1226.5,1244.03,1124.35,1389642.33,1235.96
379,1244.8,1260,1242.85,1254.06,2274.33,2846154,1251.43
380,1254.06,1256.73,1239.01,1245.86,1421.64,1772675.23,1246.92
381,1245.82,1249.99,1238.32,1247.25,617.7,769237.15,1245.33
382,1247.34,1256.78,1245.24,1253.22,719.54,901119.38,1252.35
383,1253.23,1260,1245.29,1249.92,1221,1532209.96,1254.88
384,1249.68,1259.99,1245.51,1257.32,1372.26,1718276.87,1252.15
385,1258.75,1258.96,1225.37,1226.6,2375.12,2954945.33,1244.12
386,1226.6,1243.4,1220,1228.78,2452.59,3014088.21,1228.94
387,1228.61,1233.13,1209.56,1221.4,2180.85,2657252.7,1218.45
388,1220.54,1220.54,1130,1172.62,8237.99,9638861.32,1170.05
389,1172,1173.23,1101,1138.39,2889.08,3287311.67,1137.84
390,1136.15,1153.15,1077.38,1149,6106.13,6804011.98,1114.29
391,1149,1165.91,1136.3,1136.3,2931.83,3375799.6,1151.43
392,1136.3,1136.3,1063,1071.02,4777.54,5244038.54,1097.64
393,1068.16,1099,1056.32,1066.11,1621.76,1740468.1,1073.2
394,1071.64,1098.98,1062.9,1086.37,1716.24,1853029.44,1079.7
395,1086.02,1088.87,948.73,1004,14328.74,14445520.98,1008.15
396,1004,1008.99,944.36,969.4,3625.87,3506860.89,967.18
397,969.4,1011,969.4,1002.58,2515.31,2501288.76,994.43
398,1002.76,1008.48,973,990.96,2495.33,2473202.96,991.13
399,993.91,1046.9,980.01,1034.98,4384.53,4437921.56,1012.18
400,1034.97,1063.7,1006.56,1017.97,2806.69,2921147.74,1040.78
401,1012.88,1040.1,1010.61,1025.91,637.49,655521.57,1028.29
402,1025.41,1046.68,1010.01,1046.6,2136.16,2187708.72,1024.13
403,1046.6,1053,1035.07,1045.83,3023.53,3159520.49,1044.98
404,1045.96,1049.78,1025,1035.96,1700.73,1761915.03,1035.98
405,1036.23,1080,1034.92,1077,2406.67,2544129.12,1057.12
406,1072.94,1085.13,1067.51,1085.13,2191.39,2357212.79,1075.67
407,1085.31,1117.9,1075.66,1112.01,4339.35,4748201.97,1094.22
408,1112,1117.64,1085.01,1114.39,2188.09,2418505.84,1105.3
409,1114.39,1114.39,1089,1099.26,1259.17,1381726.08,1097.33
410,1099.1,1099.72,1041.74,1067.66,3340.21,3565382.19,1067.41
411,1067.66,1074.56,1001.7,1015,5885.63,6036928.58,1025.71
412,1015.39,1039.88,988,1037.56,4036.24,4076965.78,1010.09
413,1037.6,1042.27,1010.69,1017.98,1086.61,1119075.73,1029.87
414,1017.89,1054.4,1013.77,1045.3,2142.12,2223956.39,1038.2
415,1045.3,1053.7,1032.77,1039.58,1372.58,1433791.66,1044.6
416,1039.59,1042.48,1022.1,1029.65,1315.68,1357771.96,1032
417,1030.84,1032,992,1015.64,3096.57,3122253.12,1008.29
418,1015.63,1019.47,980.02,994.34,2932.8,2937955.02,1001.76
419,990.96,999.09,968.28,987.08,3623.12,3558488.98,982.16
420,986.54,986.96,920,929.06,6419.93,6078354.56,946.79
421,928.1,943.68,894.53,895.97,4529.85,4161179.98,918.61
422,897.78,933.97,891.33,908.65,3911.75,3557282.03,909.38
423,908.62,955.59,900.63,951.28,2907.84,2704430.05,930.05
424,950,963.36,932.84,956.02,2157.99,2046754.88,948.45
425,956.02,963.36,943.91,953.71,948.42,905086.6,954.31
426,953.74,970,940,963.98,1420.93,1358892.66,956.34
427,963.98,997,963.53,981.97,4316.15,4250329.27,984.75
428,981.67,986,937.52,960,2327.42,2229051.44,957.73
429,959.08,976.3,952.95,963.49,848.23,817316.26,963.56
430,963.06,996.26,961.19,988.96,1869.45,1845972.54,987.44
431,985.69,1032,985.69,1020.81,4342.22,4422193.75,1018.42
432,1020.66,1043,1008.62,1039.92,1627.19,1668343.54,1025.29
433,1039.09,1039.97,1025.84,1026.63,907.25,936365.16,1032.1
434,1026.56,1064.76,1026.56,1062.52,2306.23,2418849.14,1048.83
435,1064.97,1068.26,1042,1045.19,3380.02,3574619.74,1057.57
436,1045.17,1047.22,1014.9,1043.99,2522.02,2608645.51,1034.35
437,1042.83,1042.91,1008.16,1026.73,2302.7,2343582.38,1017.75
438,1024.98,1059.43,1008.2,1050,3550.92,3668353.82,1033.07
439,1053.03,1055.93,1029.52,1030,2021.48,2113639.24,1045.59
440,1029.86,1043.14,1020.15,1035.96,1504.62,1550324.96,1030.38
441,1037.29,1050.17,1021,1037.8,1887.1,1957716.94,1037.42
442,1037.32,1046,1024.67,1034,2307.25,2390434.29,1036.05
443,1034,1035.31,1017.14,1030.58,3344.98,3433682.38,1026.52
444,1027.97,1033.99,1023.01,1033.7,1106.05,1137552.56,1028.49
445,1033.79,1048.19,1031.43,1042.98,1985.91,2067837.36,1041.25
446,1042.1,1045,1035,1038.6,2130.29,2218327.89,1041.33
447,1040.73,1081,1037.35,1066.45,4897.82,5166978.5,1054.96
448,1066.49,1080,1060,1070.31,3044.77,3258187.87,1070.09
449,1071.34,1076.84,1065.5,1071.99,1187.23,1270398.53,1070.05
450,1070.59,1097,1068.32,1091.1,1735.94,1889118.92,1088.24
451,1093.38,1096,1065.64,1069.59,1345.34,1450561.06,1078.21
452,1069.69,1085,1061.64,1083.94,940.63,1007237.26,1070.82
453,1083.95,1084.98,1072.54,1075.59,333.46,359544.49,1078.24
454,1074.08,1088,1066.49,1076.95,1627.95,1755733.52,1078.49
455,1076.86,1092.49,1067,1073.13,2573.72,2776755.88,1078.89
456,1074.01,1100,1074.01,1078.01,3104.76,3382654.43,1089.5
457,1076.59,1126.97,1076.19,1118.01,2438.47,2707419.45,1110.3
458,1119.98,1135,1108.01,1132.92,3007.05,3375327.4,1122.47
459,1132.23,1138.22,1122.17,1135.04,2504.78,2833735.71,1131.33
460,1135.01,1152,1126.97,1144.77,3126.57,3571155.07,1142.19
461,1146.42,1152,1135.25,1144.23,1536.52,1759170.19,1144.91
462,1146.54,1162.93,1137.47,1146.03,2079.76,2397198.49,1152.63
463,1147.05,1150.52,1118.85,1134,2441.04,2763827.44,1132.23
464,1134.99,1143,1132,1143,1363.54,1551646.59,1137.95
465,1143,1145,1132.99,1135.4,761.87,868472.49,1139.92
466,1135.2,1136.82,1111,1128.23,2309,2595103.97,1123.91
467,1128.23,1131.32,1118.37,1124.95,1662.51,1869456.29,1124.48
468,1123.51,1134.99,1122.26,1134.58,855.6,966588.71,1129.72
469,1134.86,1160,1134.36,1155.01,2154.11,2477319.96,1150.04
470,1155.01,1177.7,1152.58,1177,2242.48,2609810.84,1163.8
471,1176.99,1178.96,1161.04,1173.52,1621.71,1898479.68,1170.67
472,1173.48,1201.37,1172.51,1190.85,3116,3704960.96,1189.01
473,1190.72,1197.1,1176,1179.34,928.68,1102199.55,1186.85
474,1181.03,1202,1177.86,1188.08,1208.61,1438866.41,1190.51
475,1189,1194,1181.4,1186.18,1828.55,2174087.32,1188.97
476,1187.48,1198.13,1183.5,1190.66,1484.43,1771563.21,1193.43
477,1190.66,1197.3,1181.02,1193.05,626.67,744976.28,1188.78
478,1193.68,1195.95,1183.24,1191.35,650.29,773502.18,1189.47
479,1191.48,1193.34,1184.6,1189.17,496.4,590310.67,1189.19
480,1188.14,1189.29,1166.66,1184.03,947.44,1115455.23,1177.34
481,1184.05,1188.92,1182.38,1183.99,389.75,462081.81,1185.59
482,1183.6,1187.02,1173.98,1174.45,729.64,861340,1180.5
483,1174.79,1216.5,1174.17,1213.11,2848.92,3413291.26,1198.1
484,1214.87,1216.87,1204.69,1206.2,849.12,1028260.84,1210.98
485,1205.2,1212.3,1201.62,1201.62,526.4,635841.01,1207.9
486,1201.62,1219.71,1200.02,1211,983.63,1189838.59,1209.64
487,1212.36,1214.45,1205.4,1210.16,1070.68,1295681.12,1210.15
488,1209.56,1210.93,1195,1209.25,1076.1,1295253.15,1203.65
489,1209.99,1214.53,1198.02,1204.38,1086.99,1309830.09,1205.01
490,1201.83,1212,1201.83,1210.63,645.43,779955.84,1208.43
491,1210,1229,1210,1221.81,1223.58,1490149.74,1217.86
492,1221.53,1227,1215.11,1218.99,531.76,649895.09,1222.16
493,1218.99,1224.57,1208.01,1209.34,495.36,603087.14,1217.46
494,1209.74,1223,1208,1219.62,844.15,1026345.74,1215.83
495,1219.01,1224.2,1209.43,1217.75,1131,1375016.35,1215.75
496,1217.09,1221.5,1209.43,1212.17,1004.68,1220426.58,1214.74
497,1212.16,1219.45,1209.43,1211.07,673.49,817877.45,1214.39
498,1209.43,1209.65,1165,1197.78,2502.47,2967699.43,1185.91
499,1197.71,1197.99,1141,1160,3110.72,3633679.62,1168.12
500,1160,1176.98,1157.63,1172.91,848.63,991532.29,1168.39
501,1172.56,1185,1169.79,1183.53,504.84,595233.41,1179.05
502,1183.21,1193,1142,1150.58,5048.83,5875426.62,1163.72
503,1154.89,1180,1149.01,1179.77,2351.68,2744433.15,1167.01
504,1179.75,1183,1160.61,1170.34,1077.41,1260559.7,1169.99
505,1169.53,1180,1169,1177.25,309.63,362906.68,1172.08
506,1176.1,1182.34,1175.08,1181.03,207.01,243943.77,1178.4
507,1181.03,1192.5,1176.01,1184.11,808.8,958878.91,1185.56
508,1184.5,1184.98,1165,1173.45,479.01,562338.46,1173.96
509,1171,1178.67,1167.12,1176.02,236.61,277679.65,1173.59
510,1176.04,1178.92,1161,1164.04,270.68,316846.86,1170.55
511,1164.11,1179.3,1150,1170.01,1804.82,2089764.72,1157.88
512,1173.48,1174.57,1161,1162.31,351.88,410478.22,1166.53
513,1162.31,1172,1161,1167.06,365.2,425916.51,1166.26
514,1166.76,1174.45,1165,1167.02,271.93,317773.31,1168.6
515,1167.02,1192.5,1161,1180.73,1988.66,2352889,1183.15
516,1178.47,1189.98,1174.88,1176.54,943.04,1113912.98,1181.19
517,1176.59,1203.6,1175.95,1198.99,752.57,898427.92,1193.81
518,1197.65,1209.99,1197.02,1208.22,2135.41,2576093.65,1206.37
519,1208.22,1210,1197.02,1203.23,1746.08,2105256.69,1205.7
520,1203.3,1205.22,1197.03,1202.58,880.11,1057004.54,1200.99
521,1202.59,1209.99,1197.01,1204.63,649.62,782098.82,1203.92
522,1204.5,1204.5,1190,1202.01,1425.08,1703786.05,1195.58
523,1202.63,1205,1194.99,1202.19,1864.27,2237112.23,1200
524,1202.21,1206,1190,1203.98,2107.55,2524881.66,1198.02
525,1203.98,1210,1201.66,1208.07,917.91,1107864.73,1206.95
526,1208.08,1220.88,1207.86,1220.8,1513.61,1840562.46,1216.01
527,1219.99,1243.88,1216.51,1232.74,2673.51,3284640.26,1228.59
528,1232.68,1240.56,1226.04,1234.19,867.9,1069239.88,1231.98
529,1234.93,1244.89,1231.65,1240.25,934.75,1156588.34,1237.32
530,1240.88,1250.93,1235,1249.56,1123.74,1399971.41,1245.82
531,1249.56,1252.32,1235,1239.07,1650.43,2052152.45,1243.41
532,1240.63,1246.99,1233,1243.61,1314.12,1628147.38,1238.96
533,1243.6,1245.95,1240.3,1244.87,377.25,469134.14,1243.55
534,1241.4,1247.15,1230,1234,673.18,833569.04,1238.26
535,1233.95,1236.5,1199,1233.63,2152.75,2622117.2,1218.03
536,1233.69,1245,1229.81,1233.2,970.1,1202139.84,1239.19
537,1231.85,1235.67,1223.42,1228.38,566.48,695743.46,1228.2
538,1227.69,1248.99,1227.69,1233.74,846.89,1050053.07,1239.9
539,1235.75,1245.19,1231,1234.07,686.28,848275.26,1236.04
540,1234.77,1242.23,1231.32,1241.99,505.08,625915.35,1239.25
541,1242,1243.1,1234,1239.4,789.83,976386.19,1236.2
542,1239.64,1245,1234.99,1241.99,938.6,1164479.97,1240.66
543,1241.99,1249.46,1240.03,1247.84,773.33,962956.07,1245.21
544,1248.76,1254,1246.98,1253.58,546.94,684685.08,1251.86
545,1253.57,1257.3,1251.07,1255.26,517.03,648472.66,1254.23
546,1255.26,1274,1251.8,1270,1548.7,1951791.05,1260.28
547,1269.73,1280,1262.02,1277.46,2188.52,2783561.38,1271.89
548,1278.31,1279.2,1267,1269,995.53,1267406.17,1273.1
549,1271.4,1279.5,1265,1276.13,1119.96,1425846.56,1273.12
550,1276.48,1284.78,1275.8,1283.34,1380.92,1770750.65,1282.29
551,1283.35,1315.55,1282.77,1311.57,3472.75,4517726.59,1300.91
552,1311.12,1330,1281,1287.99,2734,3551897.36,1299.16
553,1287.92,1308.97,1285,1308.38,809.75,1047860.05,1294.05
554,1309.91,1310.69,1296.96,1304.9,1125.52,1469821.16,1305.9
555,1304.96,1338,1304.05,1327.98,3030,4017744.34,1325.99
556,1326.16,1342.02,1322,1331.53,1704.72,2274635.35,1334.32
557,1331,1347.02,1319.88,1335.99,1614.28,2154354.45,1334.56
558,1335.11,1337,1300,1309.01,1920.05,2539256.25,1322.49
559,1311.1,1331.44,1299.34,1318.95,2689.66,3547363.55,1318.89
560,1318.8,1338.13,1299,1330.7,2010.28,2641552.15,1314.02
561,1333.93,1340,1323.15,1326.91,663.61,883476.94,1331.32
562,1328.18,1332.46,1316,1319,958.28,1269486.1,1324.75
563,1319,1338.43,1317.07,1337.01,1167.29,1551092.63,1328.8
564,1337.01,1342.8,1331.54,1333,1138.27,1522033.78,1337.15
565,1336.77,1336.77,1321.01,1328,300.26,398859.4,1328.36
566,1324.55,1332.36,1315.68,1329.99,882.7,1169310.67,1324.7
567,1329.99,1332.29,1321.4,1329.96,762.04,1010809.5,1326.45
568,1329.95,1356,1325.35,1350.21,1591.17,2139608.24,1344.68
569,1348.88,1368,1341.22,1363.62,1231.59,1671854.47,1357.48
570,1363.62,1367.01,1345,1361.97,1003.31,1361766.68,1357.27
571,1361.99,1425,1346.37,1385,4067.52,5656128.6,1390.56
572,1384.98,1417.11,1382.71,1390.86,2302,3233382.48,1404.6
573,1390.86,1424.69,1388,1423.21,890.26,1253362.66,1407.86
574,1423.01,1481.73,1418.42,1465.21,2829.08,4090318.34,1445.81
575,1465.21,1473.53,1439.98,1452.5,2453.07,3567486.82,1454.29
576,1452.5,1452.5,1403,1447.75,2748.28,3925041.95,1428.18
577,1447.75,1469,1443.05,1444.86,1065.41,1552091.57,1456.8
578,1444.81,1480,1431.02,1477.95,2028.08,2960492.03,1459.75
579,1477.95,1488.09,1461.14,1488.09,3955.32,5837259.82,1475.8
580,1488,1516.04,1480.02,1503.22,4028.77,6030423.42,1496.84
581,1503.25,1520,1497.43,1516.38,2031.49,3066301.28,1509.38
582,1516.38,1565,1513.43,1550.23,3949.85,6095734.71,1543.28
583,1550.2,1599.45,1543.93,1597.65,4084.2,6417423.32,1571.28
584,1599.45,1623.01,1444.94,1537.23,9482.98,14535963.27,1532.85
585,1537.36,1593.9,1527.21,1591.99,2304.63,3597646.44,1561.05
586,1590.17,1609,1533.53,1567.99,4238.37,6713681.66,1584.02
587,1567.99,1585.52,1496.07,1551.5,6587.93,10181606.12,1545.49
588,1554.97,1555,1495,1514.9,2472.76,3764738.28,1522.49
589,1515.39,1547,1511.96,1514.01,1239.54,1896310.8,1529.85
590,1514.01,1564.32,1510.5,1561.73,2235.01,3427449.77,1533.53
591,1562.94,1562.94,1505,1551.96,2570.78,3957533.78,1539.43
592,1551.96,1578.97,1545.25,1558.02,1855.81,2897792.91,1561.47
593,1554.04,1565,1540,1556.05,1028.42,1599068.34,1554.88
594,1556.05,1556.26,1525,1537.31,2217.11,3414220.62,1539.94
595,1537.31,1541.7,1525.02,1535.17,1890.89,2896908.27,1532.03
596,1535.38,1564.54,1525.1,1554.01,2531.37,3899448.1,1540.45
597,1554.38,1589,1554.38,1578.39,2948.55,4637007.16,1572.64
598,1579.38,1609.98,1560.09,1576.59,6354.89,10108953.94,1590.74
599,1576.59,1592.41,1560,1589.96,4384.78,6889716.95,1571.28
600,1586.55,1653.97,1582,1649.54,5574.14,9016545,1617.57
601,1649.55,1677.73,1616.05,1673,2417.61,4009472.91,1658.44
602,1672.76,1737,1672.48,1735,4791.49,8181357.34,1707.48
603,1736.99,1760.4,1695.6,1755.02,4923.47,8509989.41,1728.45
604,1755.86,1759.63,1661.07,1720.28,4675.16,8040670.98,1719.87
605,1720.26,1735.06,1682,1720.64,2402.87,4112040.75,1711.31
606,1719.69,1749,1715.1,1740.01,2827.55,4909962.11,1736.47
607,1740.01,1794.21,1740.01,1767.14,3747.14,6642241.56,1772.62
608,1767.31,1776.79,1745,1772.58,2287.83,4033316.24,1762.94
609,1774.52,1824,1745.01,1822.95,2927.89,5222777.19,1783.8
610,1822.92,1892,1802.02,1861.96,5114.06,9482595.61,1854.22
611,1861.97,1868,1835.2,1856,2842.48,5270648.94,1854.24
612,1856,1857.59,1792,1828.45,3855.79,7021261.37,1820.97
613,1830.85,1832,1733,1768.54,3423.55,6092554.87,1779.6
614,1768.53,1826,1768.52,1810.84,3138.08,5641354.4,1797.71
615,1806.1,1814.97,1745.2,1757.37,3754.88,6651568.62,1771.45
616,1757.31,1757.31,1650,1691.51,6746.33,11470894.64,1700.32
617,1690.33,1713.26,1601.46,1705.81,4807.1,7938024.95,1651.31
618,1709.3,1747,1668.4,1731.96,2172.6,3704340.5,1705.03
619,1730.5,1744,1685.69,1727.28,1963.31,3365728.68,1714.31
620,1730,1785.82,1713,1776.89,1589.22,2789165.33,1755.05
621,1776.8,1796,1763,1786.72,1197.06,2131259.56,1780.41
622,1786.85,1815,1771.96,1777.52,1672.09,3001799.93,1795.24
623,1785.68,1797.77,1753,1762.64,1035.91,1836720.62,1773.05
624,1762.33,1792,1754.15,1784,911.67,1615777.29,1772.32
625,1782.3,1784,1710,1739.34,1298.39,2262184.75,1742.31
626,1740,1760,1682.56,1756.69,4321.38,7469045.51,1728.4
627,1756.36,1757,1685.58,1713.49,4444.46,7646258.36,1720.4
628,1713.05,1745.54,1689.74,1705.48,3252.58,5574087.17,1713.74
629,1706.07,1715.57,1641.22,1654.01,3816.79,6396501.61,1675.89
630,1654.01,1730,1648.03,1718.47,4789.05,8153544.07,1702.54
631,1714.99,1750,1710,1739.65,4987.53,8626257.23,1729.56
632,1739.66,1739.66,1686.4,1700.01,2960.72,5079077.11,1715.49
633,1700.01,1761.26,1670.01,1758.66,4149.7,7091295.58,1708.87
634,1757.31,1808,1730.28,1786.69,4379.15,7789127.98,1778.69
635,1786.69,1840.42,1780.53,1788.11,5219.77,9479774.19,1816.13
636,1793.28,1828.41,1765.26,1782.99,4048.71,7238479.12,1787.85
637,1779,1813.98,1766.33,1797,1986.22,3547238.19,1785.92
638,1798.27,1823.33,1783.11,1799.28,2707.77,4881300.12,1802.7
639,1799.28,1870,1792.7,1861.8,5128.43,9420586.73,1836.93
640,1864.65,1881.8,1846.5,1878.99,2093.7,3917043.08,1870.87
641,1879,1915,1874.99,1912.16,2960.58,5611645.57,1895.46
642,1910.79,1954,1910.46,1932.73,3790.97,7321250.33,1931.23
643,1935.77,1954.99,1915.38,1924,3565.71,6914552.79,1939.18
644,1924,1969.99,1898,1958,3807.36,7371348.23,1936.08
645,1959.09,1986.64,1956.57,1983.88,2525.29,4991142.48,1976.47
646,1983.88,1989,1930,1949.96,3039.68,5977340.11,1966.44
647,1946.86,1980,1914,1980,3979.19,7776463.74,1954.28
648,1980,2021,1960.07,2013.99,2765.79,5503530.16,1989.86
649,2013.99,2048,2000,2033.97,1170.89,2370956,2024.91
650,2030,2063.11,2017.01,2056.86,1620.94,3313977.12,2044.48
651,2058.41,2061.11,1961.52,2000,2746.85,5515121.54,2007.8
652,2000,2022,1988,2017.55,1217.15,2447029.08,2010.45
653,2017.55,2098,2008.75,2098,2347.57,4793233.6,2041.78
654,2098,2134.86,2050,2094,3768.42,7908846.18,2098.71
655,2094,2208.96,2080,2203.97,4217.84,9079612.39,2152.67
656,2206.96,2230.34,2001,2099.97,6004.7,12753409.37,2123.9
657,2088.76,2189.09,2088.45,2188.44,1705.76,3650428.22,2140.06
658,2188.44,2206.97,2125.37,2192.17,3758.55,8142207.79,2166.32
659,2190.01,2268.12,2180,2226,5342.41,11874391.75,2222.66
660,2222.01,2275,2210.01,2264.23,3332.2,7472743.77,2242.59
661,2265.9,2325,2264.64,2305,3111.86,7147382.61,2296.82
662,2305,2401.34,2290.17,2383.22,3960.48,9282272.23,2343.73
663,2383.36,2436.9,2344.03,2433.89,8553.82,20504593.67,2397.13
664,2433.89,2481.75,2350,2420.29,6518.44,15847986.18,2431.26
665,2420.29,2595,2420,2594.98,5237.76,13217194.77,2523.44
666,2588.4,2726.12,2540,2709.66,5850.14,15477264.16,2645.62
667,2710,2760.1,2263.72,2425,12806.99,32668215.33,2550.81
668,2427,2516,2221,2292.53,9069.87,21666232.79,2388.81
669,2277.01,2469.85,2277.01,2450,3912.22,9247355.23,2363.71
670,2449.99,2599.12,2387.59,2553.58,4707.71,11851524.21,2517.47
671,2553.34,2560.1,2240,2240,7763.5,18635092.21,2400.35
672,2239.99,2350,2060,2279.82,11943.39,26732430.94,2238.26
673,2280.7,2339.94,2066,2083.86,5378.95,11812857.39,2196.13
674,2083.71,2165.71,1850,2035,12364.29,24754828.8,2002.12
675,2045,2174.99,2005.01,2118.79,5480.58,11385955.04,2077.51
676,2118.79,2135.99,2001,2042,2992.46,6159930.55,2058.48
677,2042.89,2231.75,2041.48,2160,4005.08,8661129.26,2162.53
678,2160,2313.96,2121.23,2241.73,4227.95,9521881,2252.13
679,2240.19,2281.98,2100,2155.24,4633.04,10084520.77,2176.66
680,2154.54,2199.24,2081,2178.81,2509.15,5387561.7,2147.16
681,2172.54,2198.02,2110,2190,1469.96,3173571.71,2158.94
682,2190,2300.58,2175,2244.38,3472.27,7791010.19,2243.78
683,2244.12,2292.03,2201,2250,3269.44,7357639.79,2250.42
684,2249.97,2350,2247.61,2292.1,3917.6,9053779.02,2311.05
685,2290.18,2339.08,2215,2318.94,2416.79,5520990.85,2284.43
686,2322.35,2328.48,2269.81,2306.72,2549.32,5877783.74,2305.63
687,2307.86,2314,2214.95,2254.29,5340.23,12065160.71,2259.3
688,2254.31,2293.46,2160,2203.51,3582.52,7970698.27,2224.89
689,2201.7,2249.47,2154.28,2224,2903.79,6397714.58,2203.23
690,2224,2265,2203.17,2252.44,2782.8,6220128.6,2235.2
691,2251.18,2333.92,2206.72,2332.56,6310.64,14379709.68,2278.65
692,2332.57,2334,2269.36,2298.01,4282.06,9864928.27,2303.78
693,2298.01,2392,2296.81,2386.1,4267.81,10052604.79,2355.45
694,2385.86,2438.11,2352.11,2427.01,4259.99,10232394.85,2401.98
695,2427,2456.39,2321.05,2372.85,6649.13,15996002.61,2405.73
696,2373.86,2420,2360,2413.63,3224.74,7709415.62,2390.71
697,2413.58,2447.64,2381,2437.51,1879.04,4543655.32,2418.08
698,2435.06,2449.55,2413.56,2439.97,2581.35,6277444.04,2431.85
699,2433.37,2442.08,2370.03,2438,4635.77,11204573.35,2416.98
700,2437.28,2489,2407.17,2488.94,3332.55,8160442.75,2448.71
701,2488.94,2496,2445,2457.93,2236.45,5533625.79,2474.29
702,2457.47,2529.78,2455,2523.99,2275.23,5687965.02,2499.96
703,2523.98,2584.34,2506.8,2579.84,2455.42,6251341.09,2545.94
704,2579.83,2583.75,2530,2540.94,3843.49,9822178.75,2555.54
705,2538.1,2547.53,2477.99,2526.95,2513.71,6321764.45,2514.91
706,2526.95,2569,2504.55,2547.97,2161.52,5479872.96,2535.19
707,2547.97,2555.79,2510,2528.82,2154.93,5459701.29,2533.59
708,2526.52,2539.99,2460,2530.27,1998.46,5002026.35,2502.94
709,2530.27,2589.5,2525.28,2568.15,2213.43,5676738.01,2564.68
710,2567.69,2595,2562.68,2594,2500.15,6451690.79,2580.52
711,2594,2628.08,2570,2623.56,3003.68,7820970.01,2603.8
712,2627.5,2699.35,2613.22,2698,4504.19,11969813.51,2657.48
713,2698,2877.47,2691.2,2840.76,7029.45,19628693.79,2792.35
714,2839.54,2884.32,2827.11,2865,4093.61,11689107.64,2855.45
715,2865,2933,2689.4,2776.41,11537.15,32447033.12,2812.4
716,2777.92,2889.89,2776.02,2880.74,4035.46,11484272.22,2845.84
717,2875.71,2893.28,2802.99,2860,2179.9,6219382.28,2853.06
718,2858.92,2868,2782.02,2849.79,3236.2,9161052.72,2830.81
719,2849.71,2869.64,2754.67,2809.01,4536.31,12791215.01,2819.74
720,2809.02,2816.72,2612.5,2683.03,7014.63,19033776.43,2713.44
721,2680.24,2795,2613.13,2795,3027.64,8192985.87,2706.06
722,2794.95,2810,2752.95,2754,2868.56,7987448.51,2784.48
723,2754,2774.64,2700,2739.99,4427.94,12130541.59,2739.55
724,2739.99,2815,2723.99,2806,2927.27,8119051.32,2773.6
725,2805.46,2844,2790.91,2814.02,1601.86,4515022.09,2818.61
726,2814.01,2829.43,2780.43,2812,1646.02,4621694.38,2807.8
727,2810.92,2868.23,2810.92,2850.17,2515.37,7156246.03,2845.01
728,2850.1,2850.1,2790,2822.32,2273.07,6408193.74,2819.19
729,2818,2844.26,2810.83,2818.75,1290.24,3649677.65,2828.69
730,2816.29,2895,2800,2894.85,2090.4,5948684.16,2845.71
731,2895,2912.98,2850.55,2870.76,2985.35,8607875.52,2883.38
732,2870.96,2900,2800,2899.99,3227.38,9228528.78,2859.45
733,2899.01,2909.51,2861.53,2887.9,1719.68,4960432.01,2884.51
734,2887.67,2900,2871.15,2873,985.73,2846403.29,2887.62
735,2877.45,2960.24,2873.01,2938.74,2727.95,7967981.28,2920.87
